customer_id,segment,acquisition_channel,city,state,payment_method,plan_type,signup_date,tenure_days,monthly_fee,support_contacts,is_churned
CUST_0264,Enterprise,Organic,San Diego,CA,Credit Card,Monthly,2020-08-24,1590,135.54,1,1
CUST_0265,Basic,Organic,Dallas,TX,Credit Card,Monthly,2020-07-06,1639,26.36,3,0
CUST_0266,Premium,Organic,Austin,TX,Credit Card,Monthly,2019-01-01,2191,49.49,3,0
CUST_0267,Premium,Organic,San Antonio,TX,Debit Card,Annual,2022-03-22,1015,61.82,0,0
CUST_0268,Basic,Organic,Charlotte,NC,Debit Card,Monthly,2022-09-09,844,17.68,1,0
CUST_0269,Basic,Paid Search,Boston,MA,Debit Card,Monthly,2023-11-14,413,17.1,3,1
CUST_0270,Premium,Organic,Seattle,WA,Credit Card,Monthly,2023-04-24,617,73.68,1,1
CUST_0271,Enterprise,Organic,Indianapolis,IN,Debit Card,Annual,2024-05-14,231,130.64,1,0
CUST_0272,Premium,Organic,San Francisco,CA,Credit Card,Monthly,2022-12-02,760,62.61,3,1
CUST_0273,Basic,Paid Search,Jacksonville,FL,Bank Transfer,Annual,2022-03-25,1012,21.59,1,0
CUST_0274,Enterprise,Organic,Houston,TX,Credit Card,Monthly,2022-08-06,878,100.02,1,0
CUST_0275,Enterprise,Paid Search,Boston,MA,Credit Card,Monthly,2021-07-02,1278,156.43,1,0
CUST_0276,Basic,Paid Search,Philadelphia,PA,Debit Card,Monthly,2023-09-08,480,14.36,3,0
CUST_0277,Basic,Organic,Chicago,IL,Debit Card,Monthly,2022-03-24,1013,14.18,2,0
CUST_0278,Basic,Organic,San Jose,CA,Debit Card,Monthly,2019-06-19,2022,17.5,1,1
CUST_0279,Enterprise,Paid Search,Fort Worth,TX,PayPal,Monthly,2024-04-20,255,126.26,1,0
CUST_0280,Basic,Referral,Los Angeles,CA,Credit Card,Monthly,2019-12-09,1849,18.81,1,0
CUST_0281,Basic,Organic,Columbus,OH,Bank Transfer,Monthly,2019-05-19,2053,21.15,1,0
CUST_0282,Basic,Paid Search,Charlotte,NC,Debit Card,Monthly,2020-05-23,1683,29.88,3,0
CUST_0283,Basic,Paid Search,Phoenix,AZ,PayPal,Monthly,2023-08-10,509,12.65,2,1
CUST_0284,Basic,Organic,Austin,TX,PayPal,Monthly,2022-04-22,984,15.52,2,1
CUST_0285,Basic,Direct,Jacksonville,FL,Bank Transfer,Monthly,2020-11-25,1497,17.51,1,0
CUST_0286,Premium,Paid Search,Austin,TX,Debit Card,Monthly,2023-01-28,703,73.28,4,0
CUST_0287,Enterprise,Organic,Dallas,TX,Credit Card,Monthly,2019-12-03,1855,181.64,1,0
CUST_0288,Enterprise,Paid Search,Fort Worth,TX,Debit Card,Monthly,2020-12-20,1472,171.51,1,1
CUST_0289,Enterprise,Paid Search,Indianapolis,IN,Debit Card,Monthly,2023-04-20,621,105.28,1,0
CUST_0290,Enterprise,Referral,San Francisco,CA,Credit Card,Monthly,2020-08-01,1613,168.54,2,0
CUST_0291,Premium,Social Media,Dallas,TX,Bank Transfer,Annual,2019-07-13,1998,35.22,2,0
CUST_0292,Premium,Organic,Austin,TX,Credit Card,Monthly,2019-07-07,2004,58.85,1,1
CUST_0293,Basic,Social Media,Los Angeles,CA,Credit Card,Monthly,2023-11-05,422,14.84,1,1
CUST_0294,Premium,Referral,Los Angeles,CA,Credit Card,Annual,2021-08-31,1218,37.62,1,0
CUST_0295,Premium,Social Media,San Francisco,CA,PayPal,Annual,2023-04-06,635,40.73,2,0
CUST_0296,Premium,Social Media,San Jose,CA,PayPal,Annual,2023-05-07,604,61.85,2,0
CUST_0297,Basic,Organic,Houston,TX,Credit Card,Annual,2023-01-29,702,18.03,0,0
CUST_0298,Enterprise,Social Media,Austin,TX,Credit Card,Monthly,2023-01-04,727,80.02,1,0
CUST_0299,Basic,Referral,Seattle,WA,PayPal,Monthly,2021-07-28,1252,24.82,1,0
CUST_0300,Basic,Organic,Los Angeles,CA,Credit Card,Annual,2021-06-29,1281,28.86,1,0
CUST_0301,Enterprise,Referral,San Francisco,CA,Bank Transfer,Monthly,2021-07-17,1263,191.62,2,0
CUST_0302,Basic,Social Media,Phoenix,AZ,Debit Card,Annual,2023-12-14,383,23.52,2,0
CUST_0303,Premium,Direct,San Francisco,CA,Credit Card,Annual,2020-06-23,1652,73.29,1,1
CUST_0304,Premium,Social Media,Dallas,TX,Credit Card,Annual,2019-07-29,1982,57.6,2,0
CUST_0305,Enterprise,Referral,New York,NY,Bank Transfer,Annual,2023-11-08,419,115.44,0,0
CUST_0306,Premium,Referral,Philadelphia,PA,PayPal,Monthly,2020-05-02,1704,53.41,1,0
CUST_0307,Basic,Referral,San Francisco,CA,Credit Card,Monthly,2021-12-03,1124,12.0,1,1
CUST_0308,Enterprise,Social Media,San Francisco,CA,Credit Card,Monthly,2024-04-28,247,168.34,2,0
CUST_0309,Premium,Social Media,Philadelphia,PA,Bank Transfer,Monthly,2021-02-22,1408,68.65,2,0
CUST_0310,Basic,Social Media,Dallas,TX,Credit Card,Monthly,2023-10-26,432,15.87,2,0
CUST_0311,Basic,Organic,Austin,TX,Bank Transfer,Monthly,2022-06-05,940,26.94,0,0
CUST_0312,Enterprise,Social Media,San Diego,CA,Credit Card,Monthly,2020-09-07,1576,87.88,1,0
CUST_0313,Basic,Referral,Jacksonville,FL,Credit Card,Annual,2020-01-28,1799,14.78,2,0
CUST_0314,Premium,Social Media,San Francisco,CA,Credit Card,Monthly,2019-12-28,1830,74.8,2,0
CUST_0315,Enterprise,Paid Search,Houston,TX,Credit Card,Annual,2020-05-05,1701,177.18,3,0
CUST_0316,Basic,Referral,San Francisco,CA,Debit Card,Monthly,2019-12-27,1831,18.95,0,1
CUST_0317,Enterprise,Paid Search,Charlotte,NC,Credit Card,Annual,2023-05-01,610,89.15,1,0
CUST_0318,Basic,Paid Search,Fort Worth,TX,PayPal,Monthly,2023-03-22,650,18.91,0,1
CUST_0319,Basic,Social Media,Indianapolis,IN,Debit Card,Monthly,2021-05-12,1329,14.84,1,0
CUST_0320,Enterprise,Direct,Jacksonville,FL,Credit Card,Monthly,2021-11-08,1149,101.13,0,0
CUST_0321,Basic,Organic,Jacksonville,FL,Bank Transfer,Annual,2022-10-09,814,23.97,3,1
CUST_0322,Enterprise,Social Media,Houston,TX,Credit Card,Annual,2021-11-28,1129,173.76,6,0
CUST_0323,Premium,Social Media,San Jose,CA,Credit Card,Annual,2020-03-31,1736,70.41,1,0
CUST_0324,Basic,Social Media,Fort Worth,TX,Credit Card,Monthly,2023-11-19,408,29.8,3,1
CUST_0325,Premium,Organic,Chicago,IL,Credit Card,Monthly,2024-02-25,310,47.86,1,0
CUST_0326,Premium,Paid Search,Houston,TX,Debit Card,Annual,2019-06-03,2038,75.91,0,0
CUST_0327,Premium,Organic,Dallas,TX,Credit Card,Annual,2022-07-25,890,73.34,2,0
CUST_0328,Basic,Referral,Chicago,IL,Credit Card,Annual,2022-02-06,1059,17.06,5,1
CUST_0329,Basic,Organic,San Diego,CA,Credit Card,Monthly,2020-09-06,1577,10.66,2,0
CUST_0330,Enterprise,Paid Search,Charlotte,NC,Debit Card,Annual,2019-07-08,2003,167.21,3,0
CUST_0331,Basic,Organic,Boston,MA,PayPal,Monthly,2019-09-11,1938,20.93,2,0
CUST_0332,Basic,Referral,San Diego,CA,Credit Card,Monthly,2022-09-02,851,18.75,1,1
CUST_0333,Basic,Paid Search,Denver,CO,Bank Transfer,Annual,2024-04-16,259,18.45,1,0
CUST_0334,Premium,Social Media,Columbus,OH,Credit Card,Monthly,2021-12-06,1121,70.33,3,0
CUST_0335,Premium,Organic,San Jose,CA,Bank Transfer,Monthly,2021-02-05,1425,55.88,1,0
CUST_0336,Basic,Paid Search,Indianapolis,IN,Credit Card,Annual,2021-07-05,1275,21.2,2,1
CUST_0337,Enterprise,Paid Search,Los Angeles,CA,Bank Transfer,Annual,2024-03-29,277,176.42,0,0
CUST_0338,Basic,Social Media,San Francisco,CA,Credit Card,Monthly,2019-03-14,2119,16.91,3,1
CUST_0339,Premium,Referral,New York,NY,Credit Card,Monthly,2022-01-28,1068,69.31,2,0
CUST_0340,Premium,Organic,New York,NY,Debit Card,Monthly,2024-04-07,268,57.95,2,0
CUST_0341,Premium,Paid Search,Phoenix,AZ,Bank Transfer,Annual,2020-06-08,1667,78.08,2,0
CUST_0342,Enterprise,Social Media,Houston,TX,PayPal,Monthly,2021-11-11,1146,160.72,1,0
CUST_0343,Premium,Referral,Indianapolis,IN,Debit Card,Annual,2020-05-14,1692,63.7,0,0
CUST_0344,Premium,Organic,Austin,TX,Credit Card,Monthly,2021-06-20,1290,46.7,2,0
CUST_0345,Premium,Organic,Indianapolis,IN,Credit Card,Annual,2024-03-29,277,32.83,3,0
CUST_0346,Premium,Organic,Denver,CO,Bank Transfer,Annual,2020-02-08,1788,43.89,1,0
CUST_0347,Enterprise,Organic,San Jose,CA,Credit Card,Annual,2022-09-10,843,197.47,1,0
CUST_0348,Premium,Organic,San Francisco,CA,Credit Card,Monthly,2021-02-16,1414,55.84,3,0
CUST_0349,Basic,Referral,Charlotte,NC,Debit Card,Monthly,2021-08-07,1242,23.92,1,1
CUST_0350,Premium,Referral,Chicago,IL,Credit Card,Monthly,2019-03-14,2119,65.33,1,0
CUST_0351,Basic,Referral,Houston,TX,Debit Card,Monthly,2019-09-23,1926,22.25,0,0
CUST_0352,Enterprise,Organic,Houston,TX,Bank Transfer,Annual,2019-10-11,1908,155.3,2,0
CUST_0353,Enterprise,Organic,Dallas,TX,Debit Card,Monthly,2023-12-29,368,105.76,3,0
CUST_0354,Enterprise,Organic,Charlotte,NC,Credit Card,Monthly,2019-03-14,2119,132.61,2,0
CUST_0355,Premium,Referral,Fort Worth,TX,Credit Card,Monthly,2019-05-31,2041,32.5,1,0
CUST_0356,Basic,Organic,Austin,TX,Credit Card,Monthly,2019-03-02,2131,18.5,0,0
CUST_0357,Premium,Referral,Indianapolis,IN,Credit Card,Annual,2020-09-30,1553,71.15,2,0
CUST_0358,Premium,Referral,Columbus,OH,Credit Card,Annual,2020-12-21,1471,76.04,2,0
CUST_0359,Basic,Social Media,Dallas,TX,Credit Card,Annual,2021-02-08,1422,22.6,1,0
CUST_0360,Basic,Paid Search,Austin,TX,Debit Card,Monthly,2024-03-04,302,20.0,2,0
CUST_0361,Premium,Paid Search,Austin,TX,PayPal,Annual,2022-05-15,961,44.05,1,0
CUST_0362,Basic,Direct,Indianapolis,IN,PayPal,Annual,2021-05-09,1332,23.28,3,1
CUST_0363,Basic,Paid Search,San Jose,CA,PayPal,Monthly,2022-09-04,849,11.53,2,0
CUST_0364,Premium,Social Media,Columbus,OH,Credit Card,Monthly,2021-03-17,1385,41.59,2,0
CUST_0365,Premium,Paid Search,Dallas,TX,Debit Card,Annual,2020-04-09,1727,47.24,1,0
CUST_0366,Basic,Organic,Charlotte,NC,Bank Transfer,Monthly,2023-05-01,610,17.7,1,0
CUST_0367,Premium,Social Media,Phoenix,AZ,Bank Transfer,Monthly,2020-10-23,1530,57.07,1,0
CUST_0368,Premium,Social Media,San Jose,CA,PayPal,Monthly,2020-11-04,1518,55.96,1,0
CUST_0369,Basic,Paid Search,Denver,CO,Credit Card,Annual,2023-08-15,504,22.33,2,1
CUST_0370,Premium,Referral,Charlotte,NC,Bank Transfer,Monthly,2022-10-09,814,50.6,3,0
CUST_0371,Premium,Organic,San Antonio,TX,Credit Card,Annual,2019-03-12,2121,35.71,5,0
CUST_0372,Enterprise,Referral,Chicago,IL,PayPal,Annual,2020-02-20,1776,165.76,4,0
CUST_0373,Enterprise,Organic,Jacksonville,FL,Credit Card,Annual,2020-12-18,1474,141.27,2,0
CUST_0374,Basic,Paid Search,San Diego,CA,Credit Card,Monthly,2019-07-13,1998,11.34,2,1
CUST_0375,Enterprise,Organic,San Francisco,CA,Credit Card,Monthly,2020-07-10,1635,198.71,1,0
CUST_0376,Basic,Paid Search,Chicago,IL,Credit Card,Monthly,2019-02-28,2133,24.13,1,1
CUST_0377,Basic,Paid Search,Austin,TX,Debit Card,Annual,2021-06-23,1287,10.11,3,1
CUST_0378,Premium,Referral,Phoenix,AZ,PayPal,Monthly,2023-02-12,688,55.9,0,1
CUST_0379,Premium,Referral,San Antonio,TX,Bank Transfer,Monthly,2024-04-09,266,67.5,5,0
CUST_0380,Premium,Organic,San Jose,CA,PayPal,Annual,2020-06-11,1664,40.11,1,0
CUST_0381,Basic,Paid Search,Jacksonville,FL,Bank Transfer,Annual,2022-09-21,832,11.54,2,0
CUST_0382,Premium,Social Media,Philadelphia,PA,PayPal,Annual,2022-05-30,946,41.25,2,0
CUST_0383,Basic,Referral,San Antonio,TX,Credit Card,Annual,2021-09-01,1217,26.43,4,1
CUST_0384,Basic,Organic,Phoenix,AZ,Credit Card,Monthly,2020-02-09,1787,27.77,4,1
CUST_0385,Basic,Paid Search,San Antonio,TX,Debit Card,Annual,2022-07-05,910,24.96,7,0
CUST_0386,Basic,Paid Search,Charlotte,NC,Credit Card,Monthly,2021-03-13,1389,10.45,2,1
CUST_0387,Basic,Referral,Chicago,IL,Credit Card,Monthly,2021-07-08,1272,22.47,1,1
CUST_0388,Premium,Referral,Chicago,IL,Debit Card,Monthly,2022-02-22,1043,59.35,3,0
CUST_0389,Premium,Paid Search,Boston,MA,PayPal,Annual,2020-10-12,1541,76.46,1,1
CUST_0390,Basic,Direct,Jacksonville,FL,PayPal,Annual,2019-06-19,2022,24.3,1,0
CUST_0391,Basic,Referral,Seattle,WA,Credit Card,Annual,2021-07-28,1252,20.01,3,1
CUST_0392,Basic,Referral,Houston,TX,PayPal,Monthly,2020-02-10,1786,19.1,2,1
CUST_0393,Basic,Social Media,Austin,TX,PayPal,Monthly,2020-06-15,1660,29.22,2,0
CUST_0394,Basic,Referral,Philadelphia,PA,PayPal,Monthly,2023-05-30,581,21.86,1,0
CUST_0395,Basic,Paid Search,San Francisco,CA,PayPal,Annual,2022-03-13,1024,23.81,3,0
CUST_0396,Basic,Social Media,Dallas,TX,Debit Card,Monthly,2022-06-11,934,23.82,4,0
CUST_0397,Basic,Paid Search,Jacksonville,FL,Debit Card,Annual,2022-10-05,818,16.12,2,1
CUST_0398,Basic,Paid Search,Seattle,WA,Credit Card,Monthly,2020-07-17,1628,18.77,2,0
CUST_0399,Basic,Organic,San Diego,CA,Credit Card,Annual,2022-01-21,1075,14.65,0,1
CUST_0400,Basic,Paid Search,Fort Worth,TX,Credit Card,Monthly,2022-01-14,1082,27.96,1,1
CUST_0401,Enterprise,Organic,Los Angeles,CA,Debit Card,Annual,2022-08-18,866,176.46,0,0
CUST_0402,Premium,Paid Search,Columbus,OH,Credit Card,Monthly,2024-01-26,340,54.39,0,0
CUST_0403,Basic,Paid Search,San Jose,CA,Credit Card,Monthly,2021-02-28,1402,24.5,4,0
CUST_0404,Premium,Social Media,San Francisco,CA,Bank Transfer,Annual,2022-05-26,950,39.76,2,1
CUST_0405,Basic,Social Media,San Antonio,TX,Credit Card,Annual,2021-06-30,1280,16.56,2,1
CUST_0406,Basic,Direct,Phoenix,AZ,PayPal,Annual,2019-07-07,2004,19.79,1,0
CUST_0407,Premium,Paid Search,Philadelphia,PA,Credit Card,Annual,2019-02-22,2139,43.93,0,0
CUST_0408,Basic,Social Media,Philadelphia,PA,Debit Card,Monthly,2019-07-04,2007,25.71,2,0
CUST_0409,Basic,Referral,Phoenix,AZ,Credit Card,Annual,2024-05-14,231,15.05,2,1
CUST_0410,Premium,Referral,San Jose,CA,Bank Transfer,Annual,2020-12-17,1475,41.6,1,0
CUST_0411,Basic,Organic,San Diego,CA,Debit Card,Monthly,2023-09-06,482,22.2,3,0
CUST_0412,Premium,Referral,Los Angeles,CA,Bank Transfer,Monthly,2022-08-02,882,79.98,3,1
CUST_0413,Basic,Organic,San Francisco,CA,PayPal,Annual,2022-05-09,967,19.37,1,1
CUST_0414,Premium,Organic,Boston,MA,Debit Card,Annual,2021-12-03,1124,31.25,1,0
CUST_0415,Basic,Referral,Columbus,OH,Debit Card,Monthly,2023-08-18,501,13.47,2,1
CUST_0416,Premium,Organic,San Francisco,CA,Credit Card,Monthly,2023-10-15,443,58.29,2,0
CUST_0417,Basic,Social Media,San Diego,CA,Bank Transfer,Monthly,2019-05-19,2053,15.85,1,0
CUST_0418,Basic,Referral,San Francisco,CA,Bank Transfer,Monthly,2021-11-17,1140,26.96,3,0
CUST_0419,Basic,Direct,Boston,MA,Bank Transfer,Monthly,2022-06-05,940,22.45,2,1
CUST_0420,Basic,Paid Search,New York,NY,Credit Card,Annual,2020-08-31,1583,28.71,0,1
CUST_0421,Basic,Direct,Jacksonville,FL,Credit Card,Monthly,2019-07-03,2008,21.9,0,0
CUST_0422,Enterprise,Paid Search,Los Angeles,CA,Credit Card,Monthly,2020-09-21,1562,159.43,5,0
CUST_0423,Basic,Organic,Jacksonville,FL,Debit Card,Monthly,2023-09-07,481,18.05,4,1
CUST_0424,Basic,Organic,Chicago,IL,Credit Card,Monthly,2022-12-27,735,26.45,0,1
CUST_0425,Basic,Organic,Charlotte,NC,Debit Card,Monthly,2021-09-01,1217,18.68,0,0
CUST_0426,Basic,Paid Search,San Francisco,CA,Credit Card,Monthly,2020-04-15,1721,23.17,5,0
CUST_0427,Basic,Organic,Austin,TX,Debit Card,Monthly,2022-06-14,931,11.51,1,0
CUST_0428,Premium,Organic,Indianapolis,IN,Bank Transfer,Annual,2021-03-29,1373,62.94,1,1
CUST_0429,Basic,Referral,Dallas,TX,Credit Card,Annual,2023-09-16,472,16.95,0,0
CUST_0430,Basic,Referral,San Diego,CA,Debit Card,Monthly,2021-01-30,1431,21.55,3,1
CUST_0431,Basic,Paid Search,Charlotte,NC,Credit Card,Monthly,2023-08-04,515,11.69,2,1
CUST_0432,Basic,Paid Search,Charlotte,NC,Debit Card,Monthly,2023-11-12,415,15.52,0,1
CUST_0433,Basic,Referral,San Francisco,CA,PayPal,Annual,2024-01-13,353,19.51,1,0
CUST_0434,Premium,Direct,San Francisco,CA,Debit Card,Annual,2021-06-21,1289,50.88,0,0
CUST_0435,Premium,Direct,Jacksonville,FL,Bank Transfer,Annual,2024-04-23,252,57.53,3,0
CUST_0436,Basic,Organic,New York,NY,PayPal,Annual,2021-04-05,1366,20.76,1,0
CUST_0437,Basic,Referral,Indianapolis,IN,Debit Card,Monthly,2020-03-04,1763,14.4,2,0
CUST_0438,Basic,Direct,Dallas,TX,Credit Card,Annual,2020-08-05,1609,28.69,3,1
CUST_0439,Premium,Paid Search,Phoenix,AZ,Bank Transfer,Monthly,2023-06-22,558,71.22,0,0
CUST_0440,Premium,Paid Search,Columbus,OH,Credit Card,Annual,2019-01-06,2186,42.56,2,1
CUST_0441,Basic,Referral,Indianapolis,IN,Debit Card,Monthly,2022-02-03,1062,10.13,4,1
CUST_0442,Premium,Social Media,New York,NY,PayPal,Annual,2021-02-17,1413,52.72,2,0
CUST_0443,Basic,Paid Search,Dallas,TX,Credit Card,Monthly,2019-05-05,2067,14.45,1,1
CUST_0444,Basic,Organic,Fort Worth,TX,PayPal,Monthly,2023-05-29,582,27.96,0,1
CUST_0445,Basic,Organic,Dallas,TX,Credit Card,Monthly,2019-02-17,2144,13.26,1,0
CUST_0446,Premium,Direct,San Francisco,CA,Credit Card,Annual,2021-04-23,1348,31.8,1,0
CUST_0447,Basic,Organic,Chicago,IL,Credit Card,Monthly,2019-09-19,1930,25.63,1,0
CUST_0448,Premium,Paid Search,Houston,TX,Debit Card,Monthly,2021-04-06,1365,56.77,2,1
CUST_0449,Premium,Organic,Jacksonville,FL,PayPal,Monthly,2021-12-22,1105,41.22,1,0
CUST_0450,Enterprise,Organic,Charlotte,NC,Debit Card,Monthly,2020-02-04,1792,119.84,4,0
CUST_0451,Premium,Referral,Fort Worth,TX,PayPal,Annual,2019-01-27,2165,75.54,2,1
CUST_0452,Basic,Organic,Seattle,WA,Credit Card,Monthly,2019-02-14,2147,16.75,1,0
CUST_0453,Enterprise,Paid Search,Boston,MA,Debit Card,Monthly,2023-11-02,425,93.34,3,0
CUST_0454,Premium,Organic,Phoenix,AZ,Credit Card,Annual,2023-08-28,491,34.1,0,0
CUST_0455,Enterprise,Organic,Dallas,TX,Credit Card,Annual,2022-03-16,1021,100.29,2,1
CUST_0456,Premium,Direct,Los Angeles,CA,PayPal,Monthly,2019-07-13,1998,46.51,2,0
CUST_0457,Enterprise,Referral,New York,NY,Credit Card,Monthly,2022-09-12,841,81.94,1,0
CUST_0458,Enterprise,Direct,New York,NY,Bank Transfer,Annual,2020-12-11,1481,110.36,1,0
CUST_0459,Basic,Direct,Austin,TX,Debit Card,Monthly,2019-07-14,1997,23.53,3,0
CUST_0460,Basic,Organic,San Jose,CA,Bank Transfer,Monthly,2021-04-24,1347,23.22,1,0
CUST_0461,Premium,Organic,Boston,MA,Bank Transfer,Monthly,2019-12-02,1856,47.07,2,0
CUST_0462,Basic,Organic,Los Angeles,CA,Debit Card,Monthly,2020-07-31,1614,18.53,1,1
CUST_0463,Basic,Referral,Columbus,OH,Credit Card,Annual,2020-09-04,1579,21.54,2,1
CUST_0464,Basic,Referral,Columbus,OH,Debit Card,Annual,2022-03-19,1018,12.87,1,1
CUST_0465,Premium,Referral,Houston,TX,PayPal,Monthly,2021-07-29,1251,63.98,2,0
CUST_0466,Basic,Organic,Houston,TX,Credit Card,Monthly,2023-11-02,425,10.32,2,1
CUST_0467,Premium,Paid Search,Charlotte,NC,Credit Card,Annual,2020-05-09,1697,54.95,2,0
CUST_0468,Basic,Organic,Austin,TX,Credit Card,Annual,2021-02-23,1407,21.09,0,0
CUST_0469,Basic,Social Media,Fort Worth,TX,Debit Card,Monthly,2022-05-09,967,21.06,2,0
CUST_0470,Enterprise,Organic,San Diego,CA,Credit Card,Monthly,2024-02-22,313,89.72,3,0
CUST_0471,Basic,Social Media,Chicago,IL,Debit Card,Monthly,2022-02-08,1057,16.37,3,1
CUST_0472,Basic,Referral,Phoenix,AZ,PayPal,Annual,2023-07-03,547,15.13,3,0
CUST_0473,Premium,Referral,Boston,MA,PayPal,Annual,2021-12-02,1125,39.81,0,0
CUST_0474,Enterprise,Organic,Austin,TX,Credit Card,Annual,2020-03-15,1752,86.84,0,0
CUST_0475,Premium,Paid Search,Columbus,OH,Credit Card,Monthly,2023-03-27,645,32.08,2,0
CUST_0476,Basic,Referral,New York,NY,Debit Card,Monthly,2019-02-21,2140,24.6,2,1
CUST_0477,Basic,Referral,Columbus,OH,Credit Card,Annual,2022-12-15,747,10.42,1,1
CUST_0478,Premium,Referral,Boston,MA,Bank Transfer,Monthly,2019-11-01,1887,63.81,1,0
CUST_0479,Premium,Social Media,Seattle,WA,PayPal,Annual,2020-06-21,1654,70.79,1,0
CUST_0480,Basic,Organic,San Francisco,CA,Credit Card,Monthly,2020-05-14,1692,18.01,0,0
CUST_0481,Enterprise,Paid Search,San Jose,CA,PayPal,Annual,2022-06-23,922,157.79,0,0
CUST_0482,Premium,Direct,San Francisco,CA,Debit Card,Monthly,2020-10-11,1542,43.12,1,0
CUST_0483,Enterprise,Organic,Jacksonville,FL,Credit Card,Monthly,2021-07-01,1279,154.4,1,0
CUST_0484,Basic,Paid Search,Chicago,IL,Credit Card,Monthly,2019-10-19,1900,20.81,0,1
CUST_0485,Premium,Direct,Seattle,WA,Credit Card,Annual,2022-10-10,813,37.57,2,0
CUST_0486,Enterprise,Social Media,San Antonio,TX,PayPal,Monthly,2022-07-25,890,137.22,3,0
CUST_0487,Enterprise,Organic,Fort Worth,TX,Credit Card,Annual,2023-08-15,504,128.65,3,1
CUST_0488,Basic,Social Media,San Antonio,TX,Debit Card,Monthly,2023-11-18,409,14.53,1,0
CUST_0489,Premium,Organic,Jacksonville,FL,Credit Card,Monthly,2023-09-03,485,52.97,3,0
CUST_0490,Basic,Organic,Houston,TX,Credit Card,Annual,2019-01-22,2170,14.36,2,0
CUST_0491,Basic,Organic,Columbus,OH,Credit Card,Monthly,2019-06-28,2013,22.51,1,0
CUST_0492,Basic,Referral,San Jose,CA,Credit Card,Annual,2022-06-28,917,23.33,0,0
CUST_0493,Basic,Organic,Denver,CO,Bank Transfer,Monthly,2019-02-04,2157,11.02,1,0
CUST_0494,Basic,Paid Search,Boston,MA,PayPal,Monthly,2020-03-26,1741,11.42,3,1
CUST_0495,Enterprise,Organic,Charlotte,NC,Bank Transfer,Annual,2023-12-19,378,144.95,1,0
CUST_0496,Enterprise,Social Media,San Francisco,CA,Credit Card,Monthly,2023-01-28,703,175.58,2,0
CUST_0497,Basic,Referral,Phoenix,AZ,Debit Card,Monthly,2022-03-10,1027,11.82,1,0
CUST_0498,Basic,Organic,Charlotte,NC,PayPal,Annual,2021-01-01,1460,16.71,0,0
CUST_0499,Basic,Direct,San Diego,CA,PayPal,Annual,2023-02-19,681,17.86,1,0
CUST_0500,Basic,Social Media,Los Angeles,CA,PayPal,Monthly,2019-06-24,2017,28.45,0,0
